target_index,method,source_dl1,source_dl2,source_dl3,target_x,target_y,target_z,ik_dl1,ik_dl2,ik_dl3,ik_dl_norm,ik_forward_x,ik_forward_y,ik_forward_z,ik_residual_norm,reached_x,reached_y,reached_z,err_x,err_y,err_z,err_norm,active_tendons,active_set,solver,nfev,success
0,PCC IK,8.585979199113824,0.0,6.973680290593639,42.83078949111337,38.18486713426493,87.97389356380566,9.0118083383289,0.0,7.084274455023288,11.46296794381236,42.29250294641443,37.70496931281646,87.2301720964297,1.0359420564253419,43.08474636531834,40.641859979905114,86.12416496014285,0.2539568742049667,2.456992845640187,-1.849728603662811,3.0859040563004214,1 3,1 3,scipy.least_squares,6,True
0,PCC+NN IK,8.585979199113824,0.0,6.973680290593639,42.83078949111337,38.18486713426493,87.97389356380566,8.562478490777044,0.0,6.985484957811386,11.050476822328921,42.62967707453223,38.01535506881103,87.69491798509746,0.38341611592775465,42.8045432068588,37.59798922459744,87.52329413128275,-0.026246284254568764,-0.5868779096674857,-0.4505994325229068,0.7403744977258567,1 3,1 3,scipy.least_squares,17,True
1,PCC IK,0.0,9.756223516367559,0.0,-56.553720664041336,-30.414426199701886,78.11486004871627,0.24705856383286467,9.999999999999998,0.0,10.003051431136557,-56.05208190288698,-30.76263831239504,79.1174319046368,1.1739009534039286,-58.55069703563166,-29.050985900005955,77.47016242142072,-1.9969763715903213,1.363440299695931,-0.6446976272955425,2.5025025694623126,1 2,1 2,scipy.least_squares,9,True
1,PCC+NN IK,0.0,9.756223516367559,0.0,-56.553720664041336,-30.414426199701886,78.11486004871627,0.0,9.812806705538064,0.07594319211121524,9.813100570598511,-56.71110549817819,-30.506552463093094,78.2599780198398,0.23305891951548305,-56.993187311383075,-30.35501890519911,78.75864487465049,-0.4394666473417388,0.05940729450277615,0.6437848259342189,0.7817410459155131,2 3,2 3,scipy.least_squares,19,True
2,PCC IK,0.0,1.2811363267554587,4.503859378955672,20.665378239926103,-20.321721586952318,105.37353140581331,0.0,1.143911188436375,4.397136049897862,4.543494057258279,20.51557251469102,-20.174407262945245,104.8109511924938,0.6005328981741898,21.680372704457962,-20.084198955291367,105.34244915718041,1.0149944645318598,0.23752263166095133,-0.031082248632898768,1.0428791251921472,2 3,2 3,scipy.least_squares,6,True
2,PCC+NN IK,0.0,1.2811363267554587,4.503859378955672,20.665378239926103,-20.321721586952318,105.37353140581331,0.0,1.2143648609956506,4.360288366153605,4.526234268311292,20.580337075329734,-20.235427954720908,105.05337234986233,0.3423162452280346,20.937345727757283,-20.32592091434975,104.38632027000678,0.27196748783117997,-0.00419932739743345,-0.9872111358065325,1.0239969606635646,2 3,2 3,scipy.least_squares,30,True
3,PCC IK,0.0,0.0,9.267649888486018,54.55850893099202,-30.572920091484406,81.12637617352588,0.14153439210208976,0.0,9.624363195246536,9.625403830394017,54.44512320896999,-30.509382234397112,81.01849755069802,0.16891174768185943,55.85415865250647,-31.422627563793657,80.28792015645298,1.295649721514451,-0.8497074723092517,-0.8384560170729003,1.7617376314095137,1 3,1 3,scipy.least_squares,8,True
3,PCC+NN IK,0.0,0.0,9.267649888486018,54.55850893099202,-30.572920091484406,81.12637617352588,0.0,0.0,9.285274192369695,9.285274192369695,54.60627389423405,-30.77048334068478,81.24332918010639,0.23450103389183782,53.827787497600845,-30.816854557148577,81.09260245025814,-0.7307214333911745,-0.24393446566417154,-0.03377372326774264,0.7711021340519578,3,3,scipy.least_squares,26,True
4,PCC IK,4.4341419882733115,0.0,2.272387217847769,15.047930887406915,25.870568592105826,105.59888007122714,4.665593492775537,0.0,2.345839126035878,5.222137861553466,14.841032851794624,25.514867166545006,104.52895061014358,1.146333002657074,15.467164559147658,27.32525390341789,104.9348240218485,0.4192336717407432,1.4546853113120655,-0.6640560493786438,1.6531293546436945,1 3,1 3,scipy.least_squares,6,True
4,PCC+NN IK,4.4341419882733115,0.0,2.272387217847769,15.047930887406915,25.870568592105826,105.59888007122714,4.5145340640365195,0.0,2.2980783671650737,5.065785427451323,14.939572439610735,25.687478882966953,105.02669250230105,0.6104604891677359,15.247097827665218,26.334330876057273,104.17746424880644,0.19916694025830317,0.46376228395144636,-1.4214158224206983,1.5083652960525267,1 3,1 3,scipy.least_squares,16,True
5,PCC IK,0.0,0.6381725610417532,8.27631171992582,46.12436684801975,-30.025435259726045,88.99097167164689,0.0,0.49860944304140703,8.319460924401412,8.334389086749674,46.02827540733637,-29.96288290791951,88.86534934209303,0.17008036739046098,47.44846068830013,-30.524761184267852,88.66853108353784,1.3240938402803835,-0.49932592454180735,-0.3224405881090462,1.4513851348446738,2 3,2 3,scipy.least_squares,7,True
5,PCC+NN IK,0.0,0.6381725610417532,8.27631171992582,46.12436684801975,-30.025435259726045,88.99097167164689,0.0,0.5900406158644277,8.15619585099219,8.177510543442418,46.221377425608566,-30.091102057692307,89.12104268715122,0.17504756380362776,46.06147722992756,-29.909853021597858,89.61066701805419,-0.06288961809218563,0.11558223812818724,0.6196953464072976,0.6335113891583659,2 3,2 3,scipy.least_squares,26,True
6,PCC IK,3.545259681298684,9.706980243949033,0.0,-58.81834275433471,-7.890469831604271,84.47834588125069,3.830297312790571,9.999999999999998,0.0,10.708462891767924,-58.50892701869472,-7.9025452210108735,84.8204784529731,0.4614527160222921,-58.94844043671995,-6.860072917721382,83.9584415885556,-0.1300976823852409,1.030396913882889,-0.5199042926950881,1.1614403474411301,1 2,1 2,scipy.least_squares,6,True
6,PCC+NN IK,3.545259681298684,9.706980243949033,0.0,-58.81834275433471,-7.890469831604271,84.47834588125069,3.5029720202298376,9.787377755210306,0.0,10.395363211437042,-58.689680977233635,-7.869484347821611,84.35526766544194,0.1792832692223753,-58.378625490732624,-8.377754411292823,84.37578664464937,0.4397172636020841,-0.4872845796885521,-0.10255923660132282,0.6643161374859109,1 2,1 2,scipy.least_squares,24,True
7,PCC IK,0.0,7.783834970737619,1.9463870785196757,-37.11746860978035,-33.71283222156497,93.49230570317215,0.0,7.872039471259665,1.753501754480905,8.064972029712054,-36.9037914463309,-33.518754824653705,93.1177428511185,0.4728861346140502,-37.98025794867238,-33.029905231099214,92.6254072014481,-0.8627893388920285,0.6829269904657593,-0.8668985017240516,1.4008239467912333,2 3,2 3,scipy.least_squares,8,True
7,PCC+NN IK,0.0,7.783834970737619,1.9463870785196757,-37.11746860978035,-33.71283222156497,93.49230570317215,0.0,7.823443985200072,1.9393770691040055,8.060239401266543,-36.77393196640213,-33.40339617796511,92.91661827303336,0.7383658359120586,-35.941934741746046,-33.33878811511706,92.8475569414431,1.1755338680343073,0.3740441064479114,-0.6447487617290477,1.3919374390450374,2 3,2 3,scipy.least_squares,17,True
8,PCC IK,1.5428949206754783,0.0,6.830489532424546,42.589765471163226,-12.830523586978611,96.63990111054815,1.666939058208046,0.0,6.971647756542407,7.168162823561021,42.71121450660315,-12.867111118001835,96.83504217164887,0.23274137870859035,42.7888651006052,-12.108797345401143,96.68324807821156,0.19909962944197446,0.7217262415774677,0.043346967663410396,0.749938924067208,1 3,1 3,scipy.least_squares,6,True
8,PCC+NN IK,1.5428949206754783,0.0,6.830489532424546,42.589765471163226,-12.830523586978611,96.63990111054815,1.495880776904254,0.0,6.755920166092235,6.919545981444404,42.92366916229945,-12.938815275736507,97.18294942388869,0.6466221736303432,42.779559547363235,-13.471027548365464,97.2022932942471,0.189794076200009,-0.6405039613868535,0.5623921836989467,0.873242282644706,1 3,1 3,scipy.least_squares,33,True
9,PCC IK,9.6750973243421,3.2582535813815197,0.0,-20.549232083469477,56.13301400542076,85.38637189415977,9.96736631177945,3.4782025978338886,0.0,10.55681223214538,-20.318354010697803,55.50233914916483,84.75240873056369,0.9235609084391496,-21.922660879299578,57.4602761439206,83.48597956248092,-1.373428795830101,1.3272621384998402,-1.9003923316788445,2.694331541554277,1 2,1 2,scipy.least_squares,11,True
9,PCC+NN IK,9.6750973243421,3.2582535813815197,0.0,-20.549232083469477,56.13301400542076,85.38637189415977,9.619369083859233,3.265407484545863,0.0,10.158501248296176,-20.43473894222879,55.8105277998747,85.05178807927734,0.4785941509671132,-20.610784512056778,55.73024996498687,85.01295931030933,-0.06155242858730148,-0.4027640404338939,-0.3734125838504383,0.5526703642402864,1 2,1 2,scipy.least_squares,21,True
10,PCC IK,1.894713590842857,0.0,0.0,0.6669576243414359,13.856270957352864,109.22476989243984,1.931064474538843,0.0,0.10442718042219845,1.9338859947879317,0.6637837530468099,13.790332832832215,108.83614267606757,0.39419414382960494,0.21235922553895448,15.015375049935898,109.49472820252602,-0.45459839880248143,1.1591040925830338,0.26995831008618154,1.273993520713942,1 3,1 3,scipy.least_squares,11,True
10,PCC+NN IK,1.894713590842857,0.0,0.0,0.6669576243414359,13.856270957352864,109.22476989243984,1.8246688277376808,0.0,0.0458572404775446,1.8252449746326704,0.6669087541035328,13.854472492216159,109.21375037884522,0.01116541736837806,0.1628598223155624,13.439684353678663,108.85862295148421,-0.5040978020258735,-0.416586603674201,-0.3661469409556304,0.7494815372904715,1 3,1 3,scipy.least_squares,20,True
11,PCC IK,0.0,4.757049262259337,0.0,-29.74955670683605,-15.773179307672452,101.5821277906361,0.19763981475567632,4.840035364219676,0.0,4.844068932547693,-30.156118236055413,-15.988737563402507,102.58927357694876,1.1072941224182138,-29.674988399980453,-15.808891463189983,102.77898196624412,0.07456830685559623,-0.035712155517531485,1.1968541756080242,1.1997065091552108,1 2,1 2,scipy.least_squares,8,True
11,PCC+NN IK,0.0,4.757049262259337,0.0,-29.74955670683605,-15.773179307672452,101.5821277906361,0.08015085666008266,4.814800131575172,0.0,4.815467211687734,-30.14118129918713,-16.00084746778977,102.57740281417354,1.0935149678640979,-29.612688027522427,-16.558823239547333,103.62188628233436,0.136868679313622,-0.7856439318748816,2.039758491698265,2.1901105286090155,1 2,1 2,scipy.least_squares,17,True
12,PCC IK,0.0,4.371519188723307,0.0,-28.387775302727636,-15.618698376475203,103.86275450196341,0.10626862066003304,4.518104394494919,0.0,4.519353973666068,-28.227818365800992,-15.53069148946894,103.43438862153594,0.46564875318837035,-27.732902181597822,-13.576301015018126,103.64056787824398,0.654873121129814,2.042397361457077,-0.22218662371942344,2.1562960563487037,1 2,1 2,scipy.least_squares,6,True
12,PCC+NN IK,0.0,4.371519188723307,0.0,-28.387775302727636,-15.618698376475203,103.86275450196341,0.0,4.497124488790766,0.002570318667732288,4.497125223319856,-28.25763972922049,-15.543562780063443,103.51309672483833,0.3805800657473181,-27.89744778117014,-15.191126546471473,102.69396827454,0.4903275215574965,0.4275718300037301,-1.1687862274234107,1.3376471857796077,2 3,2 3,scipy.least_squares,24,True
